,Id,release,dir,exists,mean_FD,max_relative_motion
103,M10979873,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10979873_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.215586001667,0.456695084274
104,M10914232,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10914232_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0934459708333,0.271216389623
105,M10978453,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10978453_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.120998344167,0.440420537668
106,M10932995,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10932995_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.116138980833,0.442271240304
107,M10996651,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10996651_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0939006175,0.202061475794
108,M10906780,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10906780_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.2434337825,0.600745744887
109,M10999620,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10999620_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.129267149167,0.729149538846
110,M10903645,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10903645_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.453272269167,1.14507855189
111,M10964900,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10964900_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.289049439167,0.368771162105
112,M10983457,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10983457_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0528638658333,0.146660185463
113,M10982376,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10982376_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.148084968333,0.227426933321
114,M10985676,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10985676_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.0752224416667,0.405289143699
115,M10998357,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10998357_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.325787489167,0.860572135268
116,M10944702,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10944702_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.142020855,0.650225868449
117,M10961200,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10961200_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.296692473333,0.341492723202
118,M10915321,1,pipeline_OakhurstCity/_compcor_ncomponents_5_linear1.motion1.compcor1.CSF_0.98_GM_0.7_WM_0.98/M10915321_session_1/scan_RfMRI_std_2500_rest_RPI,True,0.139863471667,0.329815251315
